"id","name","unit","fill_value","display_name","standard_name","parameter_precision","parameter_function_id","parameter_function_map","data_product_identifier","description","data_level","data_product_type"
"3814","velocity_beam4","mm s-1","-32768","Beam 4 Velocity Profiles",NULL,"0",NULL,NULL,"VELPROF-B4_L0","Beam 4 relative water velocity (VELPROF-B4)","0","Unprocessed Data"
"3815","velocity_beam5","mm s-1","-32768","Beam 5 Velocity Profiles",NULL,"0",NULL,NULL,"VELPROF-B5_L0","Beam 4 relative water velocity (VELPROF-B5)","0","Unprocessed Data"
"3816","correlation_magnitude_beam5","1","0","Correlation Magnitude Beam5",NULL,"0",NULL,NULL,NULL,"Magnitude of the normalized echo auto-correlation at the lag used for estimating the Doppler phase change. 0 represents bad correlation and 255 represents perfect correlation.",NULL,NULL
"3817","echo_intensity_beam5","counts","0","Beam #5 Echo Intensity",NULL,"0",NULL,NULL,"ECHOINT-B5_L0","Accoustic return echo intensity measured in counts. Nominally, there are 0.45 dB per count.","0","Unprocessed Data"
"3818","percent_good_beam5","percent","255","Percent Good Beam 5",NULL,"0",NULL,NULL,"VELPROF-PCG","Percentage of pings having a good solution for beam 1.",NULL,NULL
"3819","eastward_seawater_velocity","m s-1","-9999999","Eastward Sea Water Velocity","eastward_sea_water_velocity","4","28","{""vf"": ""PD617"", ""h"": ""PD672"", ""lon"": ""CC_lon"", ""b4"": ""PD3814"", ""p"": ""PD673"", ""r"": ""PD674"", ""b1"": ""PD3811"", ""b2"": ""PD3812"", ""b3"": ""PD3813"", ""lat"": ""CC_lat"", ""dt"": ""PD7"", ""z"": ""PD710""}","VELPROF-VLE_L1","Eastward sea water velocity component in Earth coordinates with the magnetic variation accounted for.","1","Science Data"
"3820","northward_seawater_velocity","m s-1","-9999999","Northward Sea Water Velocity","northward_sea_water_velocity","4","29","{""vf"": ""PD617"", ""h"": ""PD672"", ""lon"": ""CC_lon"", ""b4"": ""PD3814"", ""p"": ""PD673"", ""r"": ""PD674"", ""b1"": ""PD3811"", ""b2"": ""PD3812"", ""b3"": ""PD3813"", ""lat"": ""CC_lat"", ""dt"": ""PD7"", ""z"": ""PD710""}","VELPROF-VLN_L1","Northward sea water velocity component in Earth coordinates with the magnetic variation accounted for.","1","Science Data"
"3821","upward_seawater_velocity","m s-1","-9999999","Upward Sea Water Velocity","upward_sea_water_velocity","4","30","{""vf"": ""PD617"", ""h"": ""PD672"", ""b4"": ""PD3814"", ""p"": ""PD673"", ""r"": ""PD674"", ""b1"": ""PD3811"", ""b2"": ""PD3812"", ""b3"": ""PD3813""}","VELPROF-VLU_L1","Upward sea water velocity component in Earth coordinates.","1","Science Data"
"3822","error_seawater_velocity","m s-1","-9999999","Error Velocity",NULL,"4","31","{""b4"": ""PD3814"", ""b1"": ""PD3811"", ""b2"": ""PD3812"", ""b3"": ""PD3813""}","VELPROF-EVL_L1","Error sea water velocity component.","1","Science Data"
"3823","eastward_seawater_velocity","m s-1","-9999999","Eastward Sea Water Velocity","eastward_sea_water_velocity","4","49","{""lon"": ""CC_lon"", ""u"": ""PD714"", ""v"": ""PD715"", ""lat"": ""CC_lat"", ""dt"": ""PD7"", ""z"": ""CC_depth""}","VELPROF-VLE_L1","Eastward sea water velocity component in Earth coordinates with the magnetic variation accounted for.","1","Science Data"
"3824","northward_seawater_velocity","m s-1","-9999999","Northward Sea Water Velocity","northward_sea_water_velocity","4","50","{""lon"": ""CC_lon"", ""u"": ""PD714"", ""v"": ""PD715"", ""lat"": ""CC_lat"", ""dt"": ""PD7"", ""z"": ""CC_depth""}","VELPROF-VLN_L1","Northward sea water velocity component in Earth coordinates with the magnetic variation accounted for.","1","Science Data"
"3825","upward_seawater_velocity","m s-1","-9999999","Upward Sea Water Velocity","upward_sea_water_velocity","4","128","{""w"": ""PD716""}","VELPROF-VLU_L1","Upward sea water velocity component in Earth coordinates.","1","Science Data"
"3826","error_seawater_velocity","m s-1","-9999999","Error Velocity",NULL,"4","129","{""e"": ""PD717""}","VELPROF-EVL_L1","Error sea water velocity component.","1","Science Data"
"3827","estimated_upward_seawater_velocity","m s-1","-9999999","Upward Sea Water Velocity Estimated","upward_sea_water_velocity","4","123","{""vf"": ""PD617"", ""h"": ""PD672"", ""b4"": ""PD3814"", ""p"": ""PD673"", ""r"": ""PD674"", ""b1"": ""PD3811"", ""b2"": ""PD3812"", ""b3"": ""PD3813""}","VELTURB-VLU-4BM_L1","Estimated upward sea water velocity component in Earth coordinates.","1","Science Data"
"3828","upward_seawater_velocity","m s-1","-9999999","Upward Sea Water Velocity True","upward_sea_water_velocity","4","124","{""vf"": ""PD617"", ""p"": ""PD673"", ""h"": ""PD672"", ""b4"": ""PD3814"", ""b5"": ""PD3815"", ""r"": ""PD674"", ""b1"": ""PD3811"", ""b2"": ""PD3812"", ""b3"": ""PD3813""}","VELTURB-VLU-5BM_L1","Upward sea water velocity component in Earth coordinates.","1","Science Data"
"3829","mpt_hundredths","s","0","MPT, 1/100 Sec",NULL,"6",NULL,NULL,NULL,"Minimum pre-ping wait time (MPT) between ping groups in the ensemble in 1/100 seconds",NULL,NULL
"3830","time_per_ping_hundredths","s","0","Time Per Ping, 1/100 Second",NULL,NULL,NULL,NULL,NULL,"Contains the amount of time, in 1/100 seconds, between pings in an ensemble.",NULL,NULL
"3831","bit_result","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3832","error_status_word","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3833","mpt_seconds","s","0","MPT Seconds",NULL,NULL,NULL,NULL,NULL,"Minimum pre-ping wait time (MPT) between ping groups in the ensemble in seconds",NULL,NULL
"3834","time_per_ping_seconds","s","0","Time Per Ping",NULL,NULL,NULL,NULL,NULL,"Contains the amount of time, in seconds, between pings in an ensemble.",NULL,NULL
"3835","eastward_seawater_velocity","m s-1","-9999999","Eastward Sea Water Velocity","eastward_sea_water_velocity","4","49","{""lon"": ""PD1336"", ""u"": ""PD714"", ""v"": ""PD715"", ""lat"": ""PD1335"", ""dt"": ""PD7"", ""z"": ""PD671""}","VELPROF-VLE_L1","Eastward sea water velocity component in Earth coordinates with the magnetic variation accounted for.","1","Science Data"
"3836","northward_seawater_velocity","m s-1","-9999999","Northward Sea Water Velocity","northward_sea_water_velocity","4","50","{""lon"": ""PD1336"", ""u"": ""PD714"", ""v"": ""PD715"", ""lat"": ""PD1335"", ""dt"": ""PD7"", ""z"": ""PD671""}","VELPROF-VLN_L1","Northward sea water velocity component in Earth coordinates with the magnetic variation accounted for.","1","Science Data"
"3837","sci_water_pressure_dbar","dbar","-9999999","Seawater Pressure","sea_water_pressure","4","204","{""pr_bar"": ""PD1527""}","PRESWAT_L1","Seawater Pressure refers to the pressure exerted on a sensor in situ by the weight of the column of seawater above it. It is calculated by subtracting one standard atmosphere from the absolute pressure at the sensor to remove the weight of the atmosphere on top of the water column. The pressure at a sensor in situ provides a metric of the depth of that sensor. Units: dbar","1","Science Data"
"3838","fdchp_x_ang_rate","rad s-1","-9999999","Angular Rate X-Axis",NULL,"4",NULL,NULL,NULL,"Observed angular rate along the instrument x-axis",NULL,NULL
"3839","fdchp_y_ang_rate","rad s-1","-9999999","Angular Rate Y-Axis",NULL,"4",NULL,NULL,NULL,"Observed angular rate along the instrument y-axis",NULL,NULL
"3840","fdchp_z_ang_rate","rad s-1","-9999999","Angular Rate Z-Axis",NULL,"4",NULL,NULL,NULL,"Observed angular rate along the instrument z-axis",NULL,NULL
"7000","sn_ambient_temperature","degC","-9999999","Ambient Temperature",NULL,"3",NULL,NULL,NULL,"Ambient Temperature",NULL,NULL
"7001","sn_cib_5v_current","A","-9999999","CIB 5V Current",NULL,"3",NULL,NULL,NULL,"CIB 5V Current",NULL,NULL
"7002","sn_cib_board_state","1","-9999999","CIB Board State",NULL,"0",NULL,NULL,NULL,"CIB Board State",NULL,NULL
"7003","sn_cib_error_state","1","-9999999","CIB Error State",NULL,"0",NULL,NULL,NULL,"CIB Error State",NULL,NULL
"7004","sn_cib_hotel_current","A","-9999999","CIB Hotel Current",NULL,"3",NULL,NULL,NULL,"CIB Hotel Current",NULL,NULL
"7005","sn_cib_hotel_voltage","V","-9999999","CIB Hotel Voltage",NULL,"3",NULL,NULL,NULL,"CIB Hotel Voltage",NULL,NULL
"7006","sn_internal_pressure","Pascal","-9999999","Internal Pressure",NULL,"0",NULL,NULL,NULL,"Internal Pressure",NULL,NULL
"7007","sn_relative_humidity","percent","-9999999","Relative Humidity",NULL,"3",NULL,NULL,NULL,"Relative Humidity",NULL,NULL
"7008","sn_pitch","deg","-9999999","Pitch",NULL,"3",NULL,NULL,NULL,"Pitch",NULL,NULL
"7009","sn_roll","deg","-9999999","Roll",NULL,"3",NULL,NULL,NULL,"Roll",NULL,NULL
"7010","sn_tilt_x","g","-9999999","Tilt X",NULL,"3",NULL,NULL,NULL,"Tilt_X",NULL,NULL
"7011","sn_tilt_y","g","-9999999","Tilt Y",NULL,"3",NULL,NULL,NULL,"Tilt_Y",NULL,NULL
"7012","sn_tilt_z","g","-9999999","Tilt Z",NULL,"3",NULL,NULL,NULL,"Tilt_Z",NULL,NULL
"7013","sn_hpb_error_state","1","-9999999","HPB Error State",NULL,"0",NULL,NULL,NULL,"HPB Error State",NULL,NULL
"7014","sn_hpb_input_voltage","V","-9999999","HPB Input Voltage",NULL,"3",NULL,NULL,NULL,"HPB Input Voltage",NULL,NULL
"7015","sn_hpb_hotel_current","A","-9999999","HPB Hotel Current",NULL,"3",NULL,NULL,NULL,"HPB Hotel Current",NULL,NULL
"7016","sn_hpb_hotel_temperature","degC","-9999999","HPB Hotel Temperature",NULL,"3",NULL,NULL,NULL,"HPB Hotel Temperature",NULL,NULL
"7017","sn_hpb_gfd_375_high","microA","-9999999","HPB 375 GFD High",NULL,"0",NULL,NULL,NULL,"HPB 375 GFD High",NULL,NULL
"7018","sn_hpb_gfd_375_low","microA","-9999999","HPB 375 GFD Low",NULL,"0",NULL,NULL,NULL,"HPB 375 GFD Low",NULL,NULL
"7100","sn_port_output_current","A","-9999999","Current",NULL,"3",NULL,NULL,NULL,"Current",NULL,NULL
"7101","sn_port_output_voltage","V","-9999999","Voltage",NULL,"3",NULL,NULL,NULL,"Voltage",NULL,NULL
"7102","sn_port_unit_temperature","degC","-9999999","Temperature",NULL,"3",NULL,NULL,NULL,"Temperature",NULL,NULL
"7103","sn_port_gfd_high","microA","-9999999","GFD High",NULL,"0",NULL,NULL,NULL,"GFD High",NULL,NULL
"7104","sn_port_gfd_low","microA","-9999999","GFD Low",NULL,"0",NULL,NULL,NULL,"GFD Low",NULL,NULL
"7105","sn_port_error_state","1","-9999999","Error State",NULL,"0",NULL,NULL,NULL,"Error State",NULL,NULL
"7106","sn_port_gpio_state","1","-9999999","GPOI Bits",NULL,"0",NULL,NULL,NULL,"GPOI Bits",NULL,NULL
"7107","sn_port_ocd_current","A","-9999999","Over Current Threshold",NULL,"0",NULL,NULL,NULL,"Over Current Threshold, A",NULL,NULL
"7108","sn_port_ocd_time_const","milliSec","-9999999","Over Current Threshold",NULL,"0",NULL,NULL,NULL,"Over Current Threshold, ms",NULL,NULL
"7109","sn_port_power_state","1","-9999999","Power State",NULL,"0",NULL,NULL,NULL,"Power State",NULL,NULL
"7110","sn_port_board_state","1","-99","Secondary Node Port Board State",NULL,"0",NULL,NULL,NULL,"UNKNOWN = 0, only for initial value. NOT_PRESENT = 1, system is not configured with the board present in the system. PRESENT_AND_ALIVE = 2, working as expected. NOT_RESPONDING = 3 board is presumed present in the system, but not responding.",NULL,NULL
"7111","sn_hpb_hotel_voltage","V","-9999999","Secondary Node HPD Hotel Voltage",NULL,"4",NULL,NULL,NULL,"secondary node hpb hotel voltage",NULL,NULL
"7112","sn_hpb_board_state","1","-99","Secondary Node HPD Board State",NULL,"0",NULL,NULL,NULL,"UNKNOWN = 0, only for initial value. NOT_PRESENT = 1, system is not configured with the board present in the system. PRESENT_AND_ALIVE = 2, working as expected. NOT_RESPONDING = 3 board is presumed present in the system, but not responding.",NULL,NULL
"7200","dp_dock_12_v_current","A","-9999999","Current",NULL,"0",NULL,NULL,NULL,"Current, A",NULL,NULL
"7201","dp_dock_ambient_temperature","A","-9999999","Temperature",NULL,"0",NULL,NULL,NULL,"Temperature, deg C",NULL,NULL
"7202","dp_dock_heat_sink_temperature","degC","-9999999","Temperature",NULL,"0",NULL,NULL,NULL,"Temperature, deg C",NULL,NULL
"7203","dp_dock_ips_status_control","1","-9999999","IPS Status",NULL,"0",NULL,NULL,NULL,"IPS Status",NULL,NULL
"7204","dp_dock_relative_humidity","percent","-9999999","Rel Humidity, Percent",NULL,"0",NULL,NULL,NULL,"Rel Humidity, Percent",NULL,NULL
"7209","dp_mobile_profiler_battery_energy","wHrs","-9999999","Battery Energy",NULL,"0",NULL,NULL,NULL,"Battery Energy, Watt Hours",NULL,NULL
"7210","dp_mobile_profiler_pressure","deciBars","-9999999","Pressure",NULL,"0",NULL,NULL,NULL,"Pressure, deciBars",NULL,NULL
"7211","dp_mobile_profiler_profile_number","counts","-9999999","Profile Number",NULL,"0",NULL,NULL,NULL,"Profile Number",NULL,NULL
"7212","dp_mobile_profiler_state","1","-9999999","State",NULL,"0",NULL,NULL,NULL,"State",NULL,NULL
"7213","dp_mobile_profiler_temperature_1","degC","-9999999","Temperature",NULL,"0",NULL,NULL,NULL,"Temperature, deg C",NULL,NULL
"7214","dp_mobile_profiler_temperature_2","degC","-9999999","Temperature",NULL,"0",NULL,NULL,NULL,"Temperature, deg C",NULL,NULL
"7215","dp_mobile_profiler_temperature_3","degC","-9999999","Temperature",NULL,"0",NULL,NULL,NULL,"Temperature, deg C",NULL,NULL
"7216","dp_mobile_profiler_current","A","-9999999","Current",NULL,"0",NULL,NULL,NULL,"Current, A",NULL,NULL
"7217","dp_mobile_profiler_voltage","V","-9999999","Voltage",NULL,"0",NULL,NULL,NULL,"Voltage, V",NULL,NULL
"7218","dp_mobile_profiler_relative_humidity","percent","-9999999","Rel Humidity, Percent",NULL,"0",NULL,NULL,NULL,"Rel Humidity, Percent",NULL,NULL
"7300","ups_system_up_time","sec","-9999999","System Up Time",NULL,"0",NULL,NULL,NULL,"System Up Time",NULL,NULL
"7301","ups_battery_current","A","-9999999","Battery Current",NULL,"0",NULL,NULL,NULL,"Battery Current",NULL,NULL
"7302","ups_battery_status","1","empty","Battery Status",NULL,NULL,NULL,NULL,NULL,"Battery Status",NULL,NULL
"7303","ups_battery_voltage","V","-9999999","Battery Voltage",NULL,"0",NULL,NULL,NULL,"Battery Voltage",NULL,NULL
"7304","ups_estimated_charge_remaining","percent","-9999999","Percent Charge Remaining",NULL,"0",NULL,NULL,NULL,"Percent Charge Remaining",NULL,NULL
"7305","ups_estimated_minutes_remaining","minutes","-9999999","Estimated Minutes Remaining",NULL,"0",NULL,NULL,NULL,"Estimated Minutes Remaining",NULL,NULL
"7306","ups_input_line_bads","count","-9999999","Number of Input Drops",NULL,"0",NULL,NULL,NULL,"Number of Input Drops",NULL,NULL
"7307","ups_input_num_lines","count","-9999999","Number of Input Lines",NULL,"0",NULL,NULL,NULL,"Number of Input Lines",NULL,NULL
"7308","ups_output_frequency","hz","-9999999","Output Frequency",NULL,"0",NULL,NULL,NULL,"Output Frequency",NULL,NULL
"7309","ups_output_num_lines","count","-9999999","Number of Output Lines",NULL,"0",NULL,NULL,NULL,"Number of Output Lines",NULL,NULL
"7310","ups_output_source","1","empty","Output Source",NULL,NULL,NULL,NULL,NULL,"Output Source",NULL,NULL
"7311","ups_seconds_on_battery","seconds","-9999999","Seconds Running on Battery",NULL,"0",NULL,NULL,NULL,"Seconds Running on Battery",NULL,NULL
"7312","ups_line_input_current","A","-9999999","Input Current",NULL,"0",NULL,NULL,NULL,"Input Current",NULL,NULL
"7313","ups_line_input_frequency","hz","-9999999","Input Frequency",NULL,"0",NULL,NULL,NULL,"Input Frequency",NULL,NULL
"7314","ups_line_input_voltage","V","-9999999","Input Voltage",NULL,"0",NULL,NULL,NULL,"Input Voltage",NULL,NULL
"7315","ups_line_output_current","A","-9999999","Output Current",NULL,"0",NULL,NULL,NULL,"Output Current",NULL,NULL
"7316","ups_line_output_percent_load","percent","-9999999","Output Percent Load",NULL,"0",NULL,NULL,NULL,"Output Percent Load",NULL,NULL
"7317","ups_line_output_power","W","-9999999","Output Power",NULL,"0",NULL,NULL,NULL,"Output Power",NULL,NULL
"7318","ups_line_output_voltage","V","-9999999","Output Voltage",NULL,"0",NULL,NULL,NULL,"Output Voltage",NULL,NULL
"7500","sp_mc_engineering_mode_on","bool","-9999999","Engineering Mode On",NULL,"0",NULL,NULL,NULL,"Engineering Mode On",NULL,NULL
"7501","sp_mc_mc_event","1","-9999999","Mission Control Event",NULL,"0",NULL,NULL,NULL,"Mission Control Event",NULL,NULL
"7502","sp_mc_mission_is_active","bool","-9999999","Mission Is Active",NULL,"0",NULL,NULL,NULL,"Mission Is Active",NULL,NULL
"7503","sp_mc_scipod_is_docked","bool","-9999999","SciPod Is Docked",NULL,"0",NULL,NULL,NULL,"SciPod Is Docked",NULL,NULL
"7504","sp_mc_scipod_is_idle","bool","-9999999","SciPod Is Idle",NULL,"0",NULL,NULL,NULL,"SciPod Is Idle",NULL,NULL
"7505","sp_mc_sp_timestamp_microsec_component","microseconds","-9999999","SP Timestamp MicroSec Component",NULL,"0",NULL,NULL,NULL,"SP Timestamp MicroSec Component",NULL,NULL
"7550","sp_nav_accel_x","g","-9999999","Accel-X",NULL,"4",NULL,NULL,NULL,"Accel-X",NULL,NULL
"7551","sp_nav_accel_y","g","-9999999","Accel-Y",NULL,"4",NULL,NULL,NULL,"Accel-Y",NULL,NULL
"7552","sp_nav_accel_z","g","-9999999","Accel-Z",NULL,"4",NULL,NULL,NULL,"Accel-Z",NULL,NULL
"7553","sp_nav_magnetic_flux_density_x","Gauss","-9999999","Magnetic Flux Density X",NULL,"4",NULL,NULL,NULL,"Magnetic Flux Density X",NULL,NULL
"7554","sp_nav_magnetic_flux_density_y","Gauss","-9999999","Magnetic Flux Density Y",NULL,"4",NULL,NULL,NULL,"Magnetic Flux Density Y",NULL,NULL
"7555","sp_nav_magnetic_flux_density_z","Gauss","-9999999","Magnetic Flux Density Z",NULL,"4",NULL,NULL,NULL,"Magnetic Flux Density Z",NULL,NULL
"7556","sp_nav_mission_control_event","1","-9999999","Mission Control Event",NULL,"0",NULL,NULL,NULL,"Mission Control Event",NULL,NULL
"7557","sp_nav_navdata_timestamp_microsec_component","microseconds","-9999999","NavData Timestamp MicroSec Component",NULL,"4",NULL,NULL,NULL,"NavData Timestamp MicroSec Component",NULL,NULL
"7558","sp_nav_pitch","deg","-9999999","Pitch",NULL,"4",NULL,NULL,NULL,"Pitch",NULL,NULL
"7559","sp_nav_pitch_rate","deg/sec","-9999999","Pitch Rate",NULL,"4",NULL,NULL,NULL,"Pitch Rate",NULL,NULL
"7560","sp_nav_roll","deg","-9999999","Roll",NULL,"4",NULL,NULL,NULL,"Roll",NULL,NULL
"7561","sp_nav_roll_rate","deg/sec","-9999999","Roll Rate",NULL,"4",NULL,NULL,NULL,"Roll Rate",NULL,NULL
"7562","sp_nav_yaw","deg","-9999999","Yaw",NULL,"4",NULL,NULL,NULL,"Yaw",NULL,NULL
"7563","sp_nav_yaw_rate","deg/sec","-9999999","Yaw Rate",NULL,"4",NULL,NULL,NULL,"Yaw Rate",NULL,NULL
"7600","sp_science_pod_depth","meters","-9999999","Depth",NULL,"4",NULL,NULL,NULL,"Depth",NULL,NULL
"7601","sp_science_pod_direction","up0_Down1_Hold2","-9999999","Direction",NULL,"0",NULL,NULL,NULL,"Direction",NULL,NULL
"7602","sp_science_pod_mission_control_event","1","-9999999","Mission Control Event",NULL,"0",NULL,NULL,NULL,"Mission Control Event",NULL,NULL
"7603","sp_science_pod_speed","meters/second","-9999999","Speed",NULL,"4",NULL,NULL,NULL,"Speed",NULL,NULL
"7604","sp_science_pod_wave_height","meters","-9999999","Wave Height",NULL,"4",NULL,NULL,NULL,"Wave Height",NULL,NULL
"7650","sp_wc_cable_out","meters","-9999999","Cable Out",NULL,"4",NULL,NULL,NULL,"Cable Out",NULL,NULL
"7651","sp_wc_is_bottom_layer","bool","-9999999","Is Bottom Layer",NULL,"0",NULL,NULL,NULL,"Is Bottom Layer",NULL,NULL
"7652","sp_wc_mission_control_event","1","-9999999","Mission Control Event",NULL,"0",NULL,NULL,NULL,"Mission Control Event",NULL,NULL
"7653","sp_wc_winch_cable_wrap_index","index","-9999999","Winch Cable Wrap Index",NULL,"0",NULL,NULL,NULL,"Winch Cable Wrap Index",NULL,NULL
"7654","sp_wc_winch_cable_wrap_layer","index","-9999999","Winch Cable Wrap Layer",NULL,"0",NULL,NULL,NULL,"Winch Cable Wrap Layer",NULL,NULL
"7655","sp_wc_winch_position_at_last_drum_index","revs","-9999999","Winch Position at Last Drum Index",NULL,"0",NULL,NULL,NULL,"Winch Position at Last Drum Index",NULL,NULL
"7656","sp_wc_winch_revs","revs","-9999999","Winch Revs",NULL,"0",NULL,NULL,NULL,"Winch Revs",NULL,NULL
"7657","sp_wc_winch_speed","rpm","-9999999","Winch Speed",NULL,"0",NULL,NULL,NULL,"Winch Speed",NULL,NULL
"7658","sp_wc_winch_vfd_board_temp","degC","-9999999","Winch VFD Board Temp",NULL,"4",NULL,NULL,NULL,"Winch VFD Board Temp",NULL,NULL
"7659","sp_wc_winch_vfd_sink_temp","degC","-9999999","Winch VFD Sink Temp",NULL,"4",NULL,NULL,NULL,"Winch VFD Sink Temp",NULL,NULL
"7670","sp_wcler_based_xml_rpc_data_server_mission_control_event","1","-9999999","Mission Control Event",NULL,"0",NULL,NULL,NULL,"Mission Control Event",NULL,NULL
"7700","sp_wc_levelwind_cart_direction","Left0_Rt1_Hld2","-9999999","Cart Direction",NULL,"0",NULL,NULL,NULL,"Cart Direction",NULL,NULL
"7701","sp_wc_levelwind_direction","Clockwise0_CounterCw1_Hld2","-9999999","Levelwind Direction",NULL,"0",NULL,NULL,NULL,"Levelwind Direction",NULL,NULL
"7702","sp_wc_levelwind_direction_is_clockwise","bool","-9999999","Levelwind Direction Is Clockwise",NULL,"0",NULL,NULL,NULL,"Levelwind Direction Is Clockwise",NULL,NULL
"7703","sp_wc_levelwind_one_way_strokes","strokes","-9999999","Levelwind One-Way Strokes",NULL,"0",NULL,NULL,NULL,"Levelwind One-Way Strokes",NULL,NULL
"7704","sp_wc_levelwind_position_at_last_reverse_index","revs","-9999999","Levelwind Position at Last Reverse Index",NULL,"0",NULL,NULL,NULL,"Levelwind Position at Last Reverse Index",NULL,NULL
"7705","sp_wc_levelwind_speed","rpm","-9999999","Levelwind Speed",NULL,"0",NULL,NULL,NULL,"levelwind Speed",NULL,NULL
"7706","sp_wc_levelwind_vfd_board_temperature","degC","-9999999","Levelwind VFD Board Temperature",NULL,"4",NULL,NULL,NULL,"Levelwind VFD Board Temperature",NULL,NULL
"7707","sp_wc_levelwind_vfd_sink_temperature","degC","-9999999","Levelwind VFD Sink Temperature",NULL,"4",NULL,NULL,NULL,"Levelwind VFD Sink Temperature",NULL,NULL
"7708","sp_wc_levelwind_mission_control_event","1","-9999999","Mission Control Event",NULL,"0",NULL,NULL,NULL,"Mission Control Event",NULL,NULL
"7800","pfe_hvps1_on","1","empty","HVPS1 On",NULL,NULL,NULL,NULL,NULL,"HVPS1 On",NULL,NULL
"7801","pfe_hvps2_on","1","empty","HVPS2 On",NULL,NULL,NULL,NULL,NULL,"HVPS2 On",NULL,NULL
"7802","pfe_i_gnd","A","-9999999","Ground Current",NULL,"4",NULL,NULL,NULL,"Ground Current",NULL,NULL
"7803","pfe_i_ncbl","A","-9999999","Current North Cable LIne",NULL,"4",NULL,NULL,NULL,"Current North Cable LIne",NULL,NULL
"7804","pfe_i_scbl","A","-9999999","Current South Cable Line",NULL,"4",NULL,NULL,NULL,"Current South Cable Line",NULL,NULL
"7805","pfe_i_phasea","A","-9999999","Current Phase A",NULL,"4",NULL,NULL,NULL,"Current Phase A",NULL,NULL
"7806","pfe_i_phaseb","A","-9999999","Current Phase B",NULL,"4",NULL,NULL,NULL,"Current Phase B",NULL,NULL
"7807","pfe_i_phasec","A","-9999999","Current Phase C",NULL,"4",NULL,NULL,NULL,"Current Phase C",NULL,NULL
"7808","pfe_imon_1","A","-9999999","Current Monitor 1",NULL,"4",NULL,NULL,NULL,"Current Monitor 1",NULL,NULL
"7809","pfe_imon_2","A","-9999999","Current Monitor 2",NULL,"4",NULL,NULL,NULL,"Current Monitor 2",NULL,NULL
"7810","pfe_mode","1","empty","PFE Mode",NULL,NULL,NULL,NULL,NULL,"PFE Mode",NULL,NULL
"7811","pfe_p_hvps1","kWatts","-9999999","Power HVPS 1",NULL,"4",NULL,NULL,NULL,"Power HVPS 1",NULL,NULL
"7812","pfe_p_hvps2","kWatts","-9999999","Power HVPS 2",NULL,"4",NULL,NULL,NULL,"Power HVPS 2",NULL,NULL
"7813","pfe_p_ncbl","kWatts","-9999999","Power North Cable Line",NULL,"4",NULL,NULL,NULL,"Power North Cable Line",NULL,NULL
"7814","pfe_p_scbl","kWatts","-9999999","Power South Cable Line",NULL,"4",NULL,NULL,NULL,"Power South Cable Line",NULL,NULL
"7815","pfe_v_gnd","V","-9999999","Ground Voltage",NULL,"4",NULL,NULL,NULL,"Ground Voltage",NULL,NULL
"7816","pfe_v_ncbl","V","-9999999","Voltage North Cable Line",NULL,"4",NULL,NULL,NULL,"Voltage North Cable Line",NULL,NULL
"7817","pfe_v_scbl","V","-9999999","Voltage South Cable Line",NULL,"4",NULL,NULL,NULL,"Voltage South Cable Line",NULL,NULL
"7818","pfe_v_phasea","V","-9999999","Voltage Phase A",NULL,"4",NULL,NULL,NULL,"Voltage Phase A",NULL,NULL
"7819","pfe_v_phaseb","V","-9999999","Voltage Phase B",NULL,"4",NULL,NULL,NULL,"Voltage Phase B",NULL,NULL
"7820","pfe_v_phasec","V","-9999999","Voltage Phase C",NULL,"4",NULL,NULL,NULL,"Voltage Phase C",NULL,NULL
"7821","pfe_vmon_1","V","-9999999","Voltage Monitor 1",NULL,"4",NULL,NULL,NULL,"Voltage Monitor 1",NULL,NULL
"7822","pfe_vmon_2","V","-9999999","Voltage Monitor 2",NULL,"4",NULL,NULL,NULL,"Voltage Monitor 2",NULL,NULL
"7840","pn_currentsustainingload","1","empty","CSL State",NULL,NULL,NULL,NULL,NULL,"CSL State",NULL,NULL
"7841","pn_currentsustainingloadimbalancecurrent","mA","-9999999","CSL Imbalance Current",NULL,"4",NULL,NULL,NULL,"CSL Imbalance Current",NULL,NULL
"7842","pn_currentsustainingloadportcurrent","A","-9999999","CSL Current",NULL,"4",NULL,NULL,NULL,"CSL Current",NULL,NULL
"7843","pn_hotelcurrent","A","-9999999","Hotle Current",NULL,"4",NULL,NULL,NULL,"Hotle Current",NULL,NULL
"7844","pn_inputbuscurrent","A","-9999999","Input Bus Current",NULL,"4",NULL,NULL,NULL,"Input Bus Current",NULL,NULL
"7845","pn_inputearthleakage","mA","-9999999","Input Earth Leakage",NULL,"4",NULL,NULL,NULL,"Input Earth Leakage",NULL,NULL
"7846","pn_inputvoltage","V","-9999999","Input Voltage",NULL,"4",NULL,NULL,NULL,"Input Voltage",NULL,NULL
"7847","pn_mvpcexpansionport1current","A","-9999999","MVPC Expansion Port 1 Current",NULL,"4",NULL,NULL,NULL,"MVPC Expansion Port 1 Current",NULL,NULL
"7848","pn_mvpcexpansionport2current","A","-9999999","MVPC Expansion Port 2 Current",NULL,"4",NULL,NULL,NULL,"MVPC Expansion Port 2 Current",NULL,NULL
"7849","pn_mvpcinputcurrent","A","-9999999","MVPC Input Current",NULL,"4",NULL,NULL,NULL,"MVPC Input Current",NULL,NULL
