id,name,unit,fill_value,display_name,standard_name,parameter_precision,parameter_function_id,parameter_function_map,data_product_identifier,description,data_level,data_product_type
3069,met_windavg_mag_corr_north,m s-1,,Mean Wind Velocity - Northward relative to True North,northward_wind,2,,,WINDAVG-VLN,WINDAVG-VLN_L1- the OOI Level 1 core data product for windspeed in the true northward direction- for the METBK instrument by correcting for magnetic declination.,L1,Science
3070,met_current_direction,degrees,,Surface Current Direction,,4,,,CURRENT-DIR,The direction of the surface current using the eastward and northward velocity components from the VELPT mounted on the surface buoy.,L1,Science
3071,met_current_speed,m s-1,,Surface Current Speed,,4,,,CURRENT-SPD,"Estimated magnitude of the surface current using the eastward and northward velocity components from the VELPT mounted on the surface buoy. This is the meta-data ""product"" CURRENT specified by the DPS referenced below (Section 4.3- step 4). This product is not used in the METBK code; rather- the magnitude of the vector difference of te wind and current vectors is the fundamental variable used in the METBK calculations (see RELWIND_SPD-AUX). Because the direction of the current will also be calculated so as to be made available- the CURRENT metadata product is sub-divided into: CURRENT_SPD (calculated by this code) and CURRENT_DIR.",L1,Science
3072,met_relwind_direction,degrees,,Relative Wind Direction,,4,,,RELWIND-DIR,RELWIND_DIR-AUX- the direction of the vector difference of wind velocity (from METBK measurements) and surface current (from VELPT measurements). It is anticipated that the wind measurements will be roughly each minute and that the current measurements will be broadcast to that resolution.,L1,Science
3073,met_relwind_speed,m s-1,,Relative Wind Speed,,4,,,RELWIND-SPD,RELWIND_SPD-AUX- the magnitude of the vector difference of surface current (from VELPT measurements) from wind velocity (from METBK measurements). This is the fundamental windspeed variable used in the METBK toga-coare algorithms. It is anticipated that the wind measurements will be roughly each minute and that the current measurements will be broadcast to that resolution.,L1,Science
3074,met_timeflx,seconds since 01-01-1900,,Hourly Averaged Timestamp,,4,,,TIMEFLX,TIMEFLX-AUX- the timestamps corresponding to the hourly averaged METBK data products. The units of the timestamps are seconds since 01-01-1900. The timestamp values are selected to be at the midpoint of the bin intervals- starting half an hour after the timestamp of the first data record to be processed. For example- if the first data record for 30 days of data is at 4:45 AM on a given day- the first timeflx stamp will be at 5:15 AM on that day- and all succeeding timestamps for the rest of the data will all be at 15 minutes past the hour.,L1,Science
3075,met_netsirr,W m-2,,Net Shortwave Irradiance,,4,,,NETSIRR,NETSIRR_L2- the OOI core data product net shortwave radiation in the downward direction- for the METBK instrument.,L1,Science
3076,met_rainrte,mm hr-1,,Rain Rate,,4,,,RAINRTE,RAINRTE_L2- the OOI core data product rain rate- for the METBK instrument. The DPS requires that the output data be hourly; METBK is set up to give roughly one data record per minute for the data needed to calculate RAINRTE.,L2,Science
3077,met_salsurf,(unitless),,Sea Surface Practical Salinity,sea_water_practical_salinity,4,,,SALSURF,Salinity is generally defined as the concentration of dissolved salt in a unit of seawater. Practical Salinity is a more specific unitless quantity calculated from the conductivity of seawater and adjusted for temperature and pressure. It is approximately equivalent to Absolute Salinity (the mass fraction of dissolved salt in seawater) but they are not interchangeable. Units: unitless,L2,Science
3078,met_spechum,g kg-1,,Specific Humidity,,4,,,SPECHUM,SPECHUM_L2- the OOI air specific humidity core data product- for the METBK instrument. Not to be confused with the SPHUM2M_L2 data product.,L2,Science
3079,met_buoyfls,W m-2,,Sonic Buoyancy Flux,,4,,,BUOYFLS,Calculated sonic buoyancy flux data product BUOYFLS_L2 using the sonic temperature instead of the virtual temperature. The FDCHP instrument calculates the analogous FLUXHOT_L2 data product also as a buoyancy flux using the sonic temperature. In contrast- the (METBK) data product BUOYFLX_L2 uses the virtual temperature in its calculation of buoyancy flux.,L2,Science
3080,met_buoyflx,W m-2,,Buoyancy Flux,,4,,,BUOYFLX,Calculated buoyancy flux data product BUOYFLX_L2 using the virtual temperature. This is the more fundamental quantity for buoyancy flux (rather than using the sonic temperature).,L2,Science
3081,met_frshflx,mm hr-1,,Freshwater Flux,,4,,,FRSHFLX,The freshwater upward flux data product FRSHFLX_L2.,L2,Science
3082,met_heatflx,W m-2,,Net Heat Flux,,4,,,HEATFLX,The total net upward heat flux data product HEATFLX_L2.,L2,Science
3083,met_latnflx,W m-2,,Latent Heat Flux,,4,,,LATNFLX,The upward latent heat flux data product LATNFLX_L2.,L2,Science
3084,met_mommflx,N m-2,,Momentum Flux,,4,,,MOMMFLX,The absolute value of the momentum flux MOMMFLX_L2- also called the wind stress tau.,L2,Science
3085,met_netlirr,W m-2,,Net Longwave Radiation,,4,,,NETLIRR,The net upward longwave irradiance NETLIRR_L2.,L2,Science
3086,met_rainflx,W m-2,,Rain Heat Flux,,4,,,RAINFLX,Calculated net upward rain heat flux RAINFLX_L2. A new derivation for rain heat flux is used- as calculated in the subroutine rain_heat_flux.,L2,Science
3087,met_sensflx,W m-2,,Sensible Heat Flux,,4,,,SENSFLX,The net upward sensible heat flux SENSFLX_L2.,L2,Science
3088,met_sphum2m,g kg-1,,Specific Humidity at 2 m,,4,,,SPHUM2M,The modelled specific humidity at a reference height of 2m SPHUM2M_L2.,L2,Science
3089,met_stablty,1,,Monin-Obukhov Stability,,4,,,STABLTY,The Monin-Obukhov stability parameter metadata product STABLTY_L2.,L2,Science
3090,met_tempa2m,deg_C,,Air Temperature,,4,,,TEMPA2M,Air Temperature at 2 meters refers to the temperature of the air adjusted to a standard height of 2-meters above the sea surface; this is also referred to as bulk temperature. Units: degrees Celsius,L2,Science
3091,met_tempskn,degC,,Skin Seawater Temperature,,4,,,TEMPSKN,The skin sea temperature based on the warmlayer and coolskin (coare35vn) model: metadata product TEMPSKN_L2.,L2,Science
3092,met_wind10m,m s-1,,Wind Velocity at 10 m,,4,,,WIND10M,The modelled windspeed at a reference height of 10 m WIND10M_L2.,L2,Science
3093,num_fields,counts,,Number of Fields in Surface Fourier Coefficients,,,,,,Number of Fields in Surface Fourier Coefficients,ENG,Engineering
3094,frequency_band,hz,,Frequency Band,,,,,,num_freq element array of Frequency Band,ENG,Engineering
3095,bandwidth_band,hz,,Bandwidth Band,,,,,,num_freq element array of Bandwidth of band,ENG,Engineering
3096,energy_density_band,m2/hz,,Energy Density Band,,,,,WAVSTAT-PND,num_freq element array of Energy Density,ENG,Engineering
3097,direction_band,degrees,,Direction Band,,,,,,num_freq element array of Direction,ENG,Engineering
3098,a1_band,1,,A1 Band,,,,,,num_freq element array of A1 (signal level),ENG,Engineering
3099,b1_band,1,,B1 Band,,,,,,num_freq element array of B1 (signal level),ENG,Engineering
3100,a2_band,1,,A2 Band,,,,,,num_freq element array of A2 (signal level),ENG,Engineering
3101,b2_band,1,,B2 Band,,,,,,num_freq element array of B2 (signal level),ENG,Engineering
3102,check_factor_band,1,,Check Factor Band,,,,,,num_freq element array of Check Factor (signal level),ENG,Engineering
3113,sequence_number,1,,Sequence Number from the file name,,NNN from the filename,,,,Sequence Number from the file name,ENG,Engineering
3114,file_mode,1,,File Mode,,,,,,File Mode,ENG,Engineering
3115,rec_time_series,1,,Recording Time Series Data Flag,,Non 0 means timeseries data has been recorded,,,,Recording Time Series Data Flag,ENG,Engineering
3116,rec_spectra,1,,Recording Spectra Data Flag,,Non 0 means spectra data has been recorded,,,,Recording Spectra Data Flag,ENG,Engineering
3117,rec_dir_spec,1,,Recording Directional Spectra Data Flag,,Non 0 means directional spectra data has been recorded,,,,Recording Directional Spectra Data Flag,ENG,Engineering
3118,samples_per_burst,counts,,Samples Per Burst,,,,,,Samples Per Burst,ENG,Engineering
3119,time_between_samples,1/100 s,,Time Between Samples,,,,,,Time Between Samples,ENG,Engineering
3120,time_between_bursts_sec,s,,Time Between Bursts,,,,,,Time Between Bursts,ENG,Engineering
3121,bin_size,cm,,ADCP Range cell size,,,,,,ADCP Range cell size,ENG,Engineering
3122,bin_1_middle,cm,,Range to center of first range cell,,,,,,Range to center of first range cell,ENG,Engineering
3123,num_range_bins,counts,,# Range Cells,,,,,,# Range Cells,ENG,Engineering
3124,num_vel_bins,counts,,# Bins selected for Waves Processing,,,,,,# bins selected for waves processing,ENG,Engineering
3125,num_int_bins,counts,,# Int Bins,,,,,,# int bins,ENG,Engineering
3126,num_beams,counts,,# Beams in ADCP,,,,,,# beams in ADCP,ENG,Engineering
3127,beam_conf,degrees,,ADCP Janus Beam angle,,,,,,ADCP Janus Beam angle,ENG,Engineering
3128,wave_param_source,1,,Wave Parameter Source,,,,,,V = use velocity derived wave spectrum to determine wave params. P=Pressure- S = Surface track,ENG,Engineering
3129,nfft_samples,counts,,NFFT Samples,,,,,,Samples from the burst used for wave processing. Is always a power of 2.,ENG,Engineering
3130,num_directional_slices,counts,,# Directional Slices,,,,,,# directional slices = output directional spectrum resolution,ENG,Engineering
3131,num_freq_bins,counts,,Output Frequency Resolution,,,,,,Output frequency resolution,ENG,Engineering
3132,window_type,1,,,,,,,,0= none- 1 = bartlet,ENG,
3133,use_press_4_depth,1,,,,,,,,Switch uses pressure sensor to determine mean submergence.,ENG,
3134,use_strack_4_depth,1,,,,,,,,Switch use surface track to determine mean submergence.,ENG,
3135,strack_spec,1,,,,,,,,Surface track spectrum on.,ENG,
3136,press_spec,1,,,,,,,,Pressure spectrum calculation on.,ENG,
3137,vel_min,mm s-1,,,,,,,,Screen velocity data for values less than Minimum velocity.,ENG,
3138,vel_max,mm s-1,,,,,,,,Screen velocity data for values greater than Maximum velocity.,ENG,
3139,vel_std,mm s-1,,,,,,,,Screen for values greater than 4STDs away from the mean.,ENG,
3140,vel_max_change,mm s-1,,,,,,,,Screen values with a sample to sample change greater than this.,ENG,
3141,vel_pct_gd,%,,,,,,,,Screen whole bursts that have less than this % good data.,ENG,
3142,surf_min,mm,,,,,,,,Same screening as velocity only applied to surface track.,ENG,
3143,surf_max,mm,,,,,,,,Same screening as velocity only applied to surface track.,ENG,
3144,surf_std,mm,,,,,,,,Same screening as velocity only applied to surface track.,ENG,
3145,surf_max_chng,mm,,,,,,,,Same screening as velocity only applied to surface track.,ENG,
3146,surf_pct_gd,%,,,,,,,,Same screening as velocity only applied to surface track.,ENG,
3147,tbe_max_dev,1/110ths s,,,,,,,,Maximum allowed deviation from expected time between samples.,ENG,
3148,h_max_dev,deg,,,,,,,,Maximum heading deviation during a burst.,ENG,
3149,pr_max_dev,deg,,,,,,,,Maximum pitch and roll deviation during a burst.,ENG,
3150,nom_depth,cm,,,,,,,,Force a fixed deployment depth from SW rather than use pressure sensor.,ENG,
3151,cal_press,1,,,,,,,,reserved.,ENG,
3152,depth_offset,mm,,,,,,,,Offset pressure sensor depths by this.,ENG,
3153,currents,1,,,,,,,,Correct wave spectra for influence of strong mean currents.,ENG,
3154,small_wave_freq,1/100 Hz,,,,,,,,Supplement velocity spectrum with pressure spectrum below this frequency. Good for small-long period waves.,ENG,
3155,small_wave_thresh,mm,,,,,,,,Lower threshold for small waves.,ENG,
3156,tilts,1,,,,,,,,Use tilts algorithms to correct for tilted deployment context.,ENG,
3157,fixed_pitch,deg,,,,,,,,Force fixed pitch.,ENG,
3158,fixed_roll,deg,,,,,,,,Force fixed roll.,ENG,
3159,bottom_slope_x,m,,,,,,,,X axis change in bottom slope for horizontal systems per 1000m.,ENG,
3160,bottom_slope_y,m,,,,,,,,"Y axis change in bottom slope for horizontal systems per 1000m. ""-20"" means 20m increase in water depth over 1000m moving offshore. ",ENG,
3161,down,1,,,,,,,,Downward facing waves system.,ENG,
3162,trans_v2_surf,1,,,,,,,,0= do not translate orbital velocity spectrum to surface displacement.  >0 do.,ENG,
3163,scale_spec,1,,,,,,,,reserved.,ENG,
3164,sample_rate,s,,,,,,,,Input data sample rate in seconds.,ENG,
3165,freq_thresh,hz,,,,,,,,Upper cutoff frequency.,ENG,
3166,dummy_surf,1,,,,,,,,reserved.,ENG,
3167,remove_bias,1,,,,,,,,Switch to remove power from spectra introduced by rectifying measurement noise.  Always leave this on.,ENG,
3168,dir_cutoff,hz,,,,,,,,Upper cutoff frequency for directional spectra.,ENG,
3169,heading_variation,1/100 deg,,,,,,,,Offset from ADCP beam 3 to.,ENG,
3170,soft_rev,1,,,,,,,,Software revision used to process the data.,ENG,
3171,clip_pwr_spec,1,,,,,,,,Switch clips negative values in power spectra.,ENG,
3172,dir_p2,1,,,,,,,,Output spectra in units of power not height.,ENG,
3173,horizontal,1,,,,,,,,>0 Indicates horizontal waves system. 0 = vertical.,ENG,
3174,start_time,1,,,,,,,,Start of burst interval in cent-year-month-day-hour-minute-sec-sec100.,ENG,
3175,stop_time,1,,,,,,,,Stop time in cent-year-month-day-hour-minute-sec-sec100.,ENG,
3176,freq_lo,1/1000th Hz,,,,,,,,Lower Frequency threshold for all spectra.,ENG,
3177,average_depth,mm,,,,,,,,Mean submergence during burst.,ENG,
3178,altitude,cm,,,,,,,,Altitude of instrument above bottom.,ENG,
3179,bin_map,1,,,,,,,,128 element array  1 = cell to use for non dir spec  2 = cell to use for dir spec  3 = cell used for both,ENG,
3180,disc_flag,1,,,,,,,,reserved.,ENG,
3181,pct_gd_press,%,,,,,,,,Percent good pressure measurements.,ENG,Engineering
3182,avg_ss,m s-1,,,,,,,,Average speed of sound.,ENG,Engineering
3183,avg_temp,deg C,,,,,,,,Average temperature.,ENG,Engineering
3184,pct_gd_surf,%,,,,,,,,Percent good surfacetrack measurements.,ENG,Engineering
3185,pct_gd_vel,%,,,,,,,,Percent good velocity measurements.,ENG,Engineering
3186,heading_offset,deg,,,,,,,,Offset from ADCP beam 3 to North.,ENG,Engineering
3187,hs_std,1,,,,,,,,Surface track standard deviation at the end of the power spectrum.,ENG,Engineering
3188,vs_std,1,,,,,,,,Velocity standard deviation at the end of the power spectrum.,ENG,Engineering
3189,ps_std,1,,,,,,,,Pressure standard deviation at the end of the power spectrum.,ENG,Engineering
3190,ds_freq_hi,1/100 Hz,,,,,,,,Directional spectrum upper cutoff frequency.,ENG,
3191,vs_freq_hi,1/100 Hz,,,,,,,,Velocity spectrum upper cutoff frequency.,ENG,
3192,ps_freq_hi,1/100 Hz,,,,,,,,Pressure spectrum upper cutoff frequency.,ENG,
3193,ss_freq_hi,1/100 Hz,,,,,,,,Surface spectrum upper cutoff frequency.,ENG,
3194,x_vel,mm s-1,,,,,,,,X component of mean currents.,ENG,Engineering
3195,y_vel,mm s-1,,,,,,,,Y component of mean currents.,ENG,Engineering
3196,avg_pitch,1/100th deg,,,,,,,,Average Pitch.,ENG,
3197,avg_roll,1/100th deg,,,,,,,,Average Roll.,ENG,
3198,avg_heading,1/100th deg,,,,,,,,Average Heading.,ENG,
3199,samples_collected,counts,,,,,,,,%measured = Hs calculated to the upper cutoff frequency / Hs calculated using the whole spectrum with upper frequencies extrapolated.,ENG,Engineering
3200,vspec_pct_measured,%,,,,,,,,VSpecPctMeasured.,ENG,Engineering
3201,vspec_num_freq,counts,,,,,,,,# frequency bands.,ENG,Engineering
3202,vspec_dat,mm/sqrt(Hz),,,,,,,,Velocity Spectrum - vspec_num_freq element array.,ENG,Engineering
3203,sspec_num_freq,counts,,,,,,,,# frequency bands.,ENG,Engineering
3204,sspec_dat,mm/sqrt(Hz),,,,,,,,Surface Track Spectrum - sspec_num_freq element array.,ENG,Engineering
3205,pspec_num_freq,counts,,,,,,,,# frequency bands.,ENG,Engineering
3206,pspec_dat,mm/sqrt(Hz),,,,,,,,Pressure Spectrum - pspec_num_freq element array.,ENG,Engineering
3207,dspec_num_freq,counts,,,,,,,,# frequency bands.,ENG,Engineering
3208,dspec_num_dir,counts,,,,,,,,# Directional slices.,ENG,Engineering
3209,dspec_good,counts,,,,,,,,Spectrum is good =1 or bad = 0.,ENG,Engineering
3210,dspec_dat,mm/sqrt(Hz)/deg,,,,,,,,Directional Spectrum - dspec_num_freq x dspec_num_dir matrix.,ENG,Engineering
3211,wave_hs1,mm,,Significant Wave Height,,,,,,Significant Wave Height.,ENG,Engineering
3212,wave_tp1,1/10 s,,Peak Period,,,,,,Peak Period.,ENG,Engineering
3213,wave_dp1,deg,,Peak Direction,,,,,,Peak Direction.,ENG,Engineering
3214,wave_hs2,mm,,Significant Wave Height 2,,,,,,Significant Wave Height 2,ENG,Engineering
3215,wave_tp2,1/10 s,,Peak Period 2,,,,,,Peak Period 2,ENG,Engineering
3216,wave_dp2,deg,,Peak direction 2,,,,,,Peak direction 2,ENG,Engineering
3217,wave_dm,deg,,Mean direction,,,,,,Mean direction,ENG,Engineering
3218,hpr_num_samples,counts,,Samples,,,,,,Samples,ENG,Engineering
3219,beam_angle,deg,,Janus Beam angle,,,,,,Janus Beam angle,ENG,Engineering
3220,heading_time_series,1/100th deg,,,,Heading is 0-360,,,,Heading Time Series - hpr_num_samples element array.,ENG,
3221,pitch_time_series,1/100th deg,,,,Pitch is +/- 26 deg,,,,Pitch Time Series - hpr_num_samples element array.,ENG,
3222,roll_time_series,1/100th deg,,,,Roll is +/- 26 deg,,,,Roll Time Series - hpr_num_samples element array.,ENG,
3223,vel3d_k_beams,1,,Number of Beams,,0,,,,Number of Beams. Set to NULL when the Beam flag is not set.,ENG,Engineering
3224,flort_dj_bback_total,m-1,,Optical Backscatter,,4,,,FLUBSCT,Optical Backscatter (Red Wavelengths) is a measure of the amount of red light (630-740 nm wavelengths) scattered in the backward direction due to suspended matter within seawater- providing a proxy for turbidity and suspended solids. Units: m-1,L2,Science
3225,flort_dj_scat_seawater,m-1,,Total Scattering Coefficient of Pure Seawater,,4,,,,Total scattering coefficient of pure seawater. Units: m-1,AUX,Auxiliary
3226,dosta_ln_wfp_abs_oxygen,umol kg-1,,Dissolved Oxygen Concentration- TSP-corrected,moles_of_oxygen_per_unit_mass_in_sea_water,4,,,DOXYGEN,Dissolved Oxygen Concentration from the Stable Response Dissolved Oxygen (DOSTA) Instrument is a measure of the concentration of gaseous oxygen mixed in seawater. This instrument measures dissolved oxygen concentrations on mobile assets- deep profilers- and moorings. This data product is corrected for salinity- temperature- and depth from a collocated CTD. Units: umol kg-1.,L2,Science
3227,dosta_abcdjm_cspp_abs_oxygen,umol kg-1,,Dissolved Oxygen Concentration- TSP-corrected,moles_of_oxygen_per_unit_mass_in_sea_water,4,,,DOXYGEN,Dissolved Oxygen Concentration from the Stable Response Dissolved Oxygen (DOSTA) Instrument is a measure of the concentration of gaseous oxygen mixed in seawater. This instrument measures dissolved oxygen concentrations on mobile assets- deep profilers- and moorings. This data product is corrected for salinity- temperature- and depth from a collocated CTD. Units: umol kg-1.,L2,Science
3228,flort_d_bback_total,m-1,,Optical Backscatter,,4,,,FLUBSCT,Optical Backscatter (Red Wavelengths) is a measure of the amount of red light (630-740 nm wavelengths) scattered in the backward direction due to suspended matter within seawater- providing a proxy for turbidity and suspended solids. Units: m-1,L2,Science
3229,flort_d_scat_seawater,m-1,,Total Scattering Coefficient of Pure Seawater,,4,,,,Total scattering coefficient of pure seawater. Units: m-1,AUX,Auxiliary
3230,velpt_d_eastward_velocity,m s-1,,Eastward Mean Point Seawater Velocity,eastward_sea_water_velocity,3,,,VELPTMN-VLE,"Mean Point Seawater Velocity refers to the velocity (speed and direction) of a single ""point"" of water (in this case- a volume of several square meters) averaged over time-scales associated with surface gravity waves. This instrument estimates water velocity by measuring the Doppler shift of acoustic signals reflected by particles suspended in the water. This data product is the eastward component of mean point seawater velocity in earth coordinates relative to true north (accounted for magnetic variation). Units: m s-1",L1,Science
3231,velpt_d_northward_velocity,m s-1,,Northward Mean Point Seawater Velocity,northward_sea_water_velocity,3,,,VELPTMN-VLN,"Mean Point Seawater Velocity refers to the velocity (speed and direction) of a single ""point"" of water (in this case- a volume of several square meters) averaged over time-scales associated with surface gravity waves. This instrument estimates water velocity by measuring the Doppler shift of acoustic signals reflected by particles suspended in the water. This data product is the northward component of mean point seawater velocity in earth coordinates relative to true north (accounted for magnetic variation). Units: m s-1",L1,Science
3232,velpt_d_upward_velocity,m s-1,,Upward Mean Point Seawater Velocity,upward_sea_water_velocity,3,,,VELPTMN-VLU,"Mean Point Seawater Velocity refers to the velocity (speed and direction) of a single ""point"" of water (in this case- a volume of several square meters) averaged over time-scales associated with surface gravity waves. This instrument estimates water velocity by measuring the Doppler shift of acoustic signals reflected by particles suspended in the water. This data product is the upward component of mean point seawater velocity. Units: m s-1",L1,Science
3233,vel3d_k_eastward_velocity,m s-1,,Eastward Mean Point Seawater Velocity,eastward_sea_water_velocity,,,,VELPTMN-VLE,"Mean Point Seawater Velocity refers to the velocity (speed and direction) of a single ""point"" of water (in this case- a volume of several square meters) averaged over time-scales associated with surface gravity waves. This instrument estimates water velocity by measuring the Doppler shift of acoustic signals reflected by particles suspended in the water. This data product is the eastward component of mean point seawater velocity in earth coordinates relative to true north (accounted for magnetic variation). Units: m s-1",L1,Science
3234,vel3d_k_northward_velocity,m s-1,,Northward Mean Point Seawater Velocity,northward_sea_water_velocity,,,,VELPTMN-VLN,"Mean Point Seawater Velocity refers to the velocity (speed and direction) of a single ""point"" of water (in this case- a volume of several square meters) averaged over time-scales associated with surface gravity waves. This instrument estimates water velocity by measuring the Doppler shift of acoustic signals reflected by particles suspended in the water. This data product is the northward component of mean point seawater velocity in earth coordinates relative to true north (accounted for magnetic variation). Units: m s-1",L1,Science
3235,vel3d_k_upward_velocity,m s-1,,Upward Mean Point Seawater Velocity,upward_sea_water_velocity,,,,VELPTMN-VLU,"Mean Point Seawater Velocity refers to the velocity (speed and direction) of a single ""point"" of water (in this case- a volume of several square meters) averaged over time-scales associated with surface gravity waves. This instrument estimates water velocity by measuring the Doppler shift of acoustic signals reflected by particles suspended in the water. This data product is the upward component of mean point seawater velocity. Units: m s-1",L1,Science
3236,parad_j_par_counts_output,umol photons m-2 s-1,,Photosynthetically Active Radiation,downwelling_photosynthetic_photon_flux_in_sea_water,4,,,OPTPARW,Photosynthetically Active Radiation (PAR) is the measure of the total photon flux between 400-700 nanometers that primary producers use for photosynthesis. Units: umol photons m-2 s-1,L1,Science
3237,optaa_dj_cspp_beam_attenuation,m-1,,Optical Beam Attenuation Coefficient,,6,,,OPTATTN,Optical Beam Attenuation Coefficient is the rate at which light energy is absorbed and scattered by seawater as a function of how far it travels (e.g. with depth). The Optical Beam Attenuation Coefficient results from the spectral beam attenuation of the combination of all seawater impurities including all particulate and dissolved matter of optical importance. Units: m-1,L2,Science
3238,optaa_dj_cspp_optical_absorption,m-1,,Optical Absorption Coefficient,,6,,,OPTABSN,Optical Absorption Coefficient is the rate at which light energy is absorbed (removed) by seawater as a function of how far it travels (e.g. with depth). The Optical Absorption Coefficient reflects the absorption coefficient for the combination of all seawater impurities including all particulate and dissolved matter of optical importance. Units: m-1,L2,Science
3239,optaa_dj_dcl_beam_attenuation,m-1,,Optical Beam Attenuation Coefficient,,6,,,OPTATTN,Optical Beam Attenuation Coefficient is the rate at which light energy is absorbed and scattered by seawater as a function of how far it travels (e.g. with depth). The Optical Beam Attenuation Coefficient results from the spectral beam attenuation of the combination of all seawater impurities including all particulate and dissolved matter of optical importance. Units: m-1,L2,Science
3240,optaa_dj_dcl_optical_absorption,m-1,,Optical Absorption Coefficient,,6,,,OPTABSN,Optical Absorption Coefficient is the rate at which light energy is absorbed (removed) by seawater as a function of how far it travels (e.g. with depth). The Optical Absorption Coefficient reflects the absorption coefficient for the combination of all seawater impurities including all particulate and dissolved matter of optical importance. Units: m-1,L2,Science
3241,dosta_abcdjm_dcl_abs_oxygen,umol kg-1,,Dissolved Oxygen Concentration- TSP-corrected,moles_of_oxygen_per_unit_mass_in_sea_water,4,,,DOXYGEN,Dissolved Oxygen Concentration from the Stable Response Dissolved Oxygen (DOSTA) Instrument is a measure of the concentration of gaseous oxygen mixed in seawater. This instrument measures dissolved oxygen concentrations on mobile assets- deep profilers- and moorings. This data product is corrected for salinity- temperature- and depth from a collocated CTD. Units: umol kg-1.,L2,Science
3242,battery_voltage_dv,dV,,Battery Voltage,,3,,,,Instrument battery voltage reported in decivolts.,ENG,Engineering
3243,sound_speed_dms,dm s-1,,Speed of Sound,,2,,,,Speed of Sound,ENG,Engineering
3244,heading_decidegree,deci-degrees,,Compass Heading,,1,,,,Compass Heading,ENG,Engineering
3245,roll_decidegree,deci-degrees,,Compass Roll,platform_roll_angle,1,,,,The rotated angle about the roll-axis relative to the horizontal plane. Rotation follows the right hand rule designation; i.e. with the r.h. thumb pointing in the rotation axis direction- positive rotation is in the direction of the curled fingers.,ENG,Engineering
3246,pitch_decidegree,deci-degrees,,Compass Pitch,platform_pitch_angle,1,,,,The rotated angle about the pitch-axis relative to the horizontal plane. Rotation follows the right hand rule designation; i.e. with the r.h. thumb pointing in the rotation axis direction- positive rotation is in the direction of the curled fingers.,ENG,Engineering
3247,temperature_centidegree,cdeg_C,,Seawater Temperature,sea_water_temperature,2,,,,Seawater temperature near the sensor. Units: centidegrees Celsius,ENG,Engineering
3248,pressure_mbar,0.001 dbar,,Seawater Pressure,sea_water_pressure,3,,,PRESWAT,Seawater Pressure refers to the pressure exerted on a sensor in situ by the weight of the column of seawater above it. It is calculated by subtracting one standard atmosphere from the absolute pressure at the sensor to remove the weight of the atmosphere on top of the water column. The pressure at a sensor in situ provides a metric of the depth of that sensor. Units: 0.001 dbar,L1,Science
3249,seawater_pressure_mbar,0.001 dbar,,Seawater Pressure,,2,,,,Seawater Pressure refers to the pressure exerted on a sensor in situ by the weight of the column of seawater above it. It is calculated by subtracting one standard atmosphere from the absolute pressure at the sensor to remove the weight of the atmosphere on top of the water column. The pressure at a sensor in situ provides a metric of the depth of that sensor. Units: 0.001 dbar,ENG,Engineering
3250,abs_seafloor_pressure,dbar,,Seafloor Pressure,sea_water_pressure_at_sea_floor,4,,,SFLPRES-RTIME,Seafloor Pressure is a measurement of the force on the seafloor exerted by the weight of the overlying seawater column plus the weight of the atmosphere (hydrostatic plus atmospheric). Units: dbar,L1,Science
3278,zplsc_timestamp,1,,Timestamp from the .raw file name,,,,,,Timestamp from the .raw file name.,AUX,Auxiliary
3279,zplsc_transducer_depth,m,,Transducer Depth,,5,,,,Transducer Depth,AUX,Auxiliary
3280,zplsc_frequency,hz,,Frequency,,6,,,,Frequency,AUX,Auxiliary
3281,zplsc_transmit_power,W,,Transmit power,,3,,,,Transmit power,AUX,Auxiliary
3282,zplsc_pulse_length,s,,Pulse length,,6,,,,Pulse length,AUX,Auxiliary
3283,zplsc_bandwidth,hz,,Bandwidth,,5,,,,Bandwidth,AUX,Auxiliary
3284,zplsc_sample_interval,s,,Sample interval,,6,,,,Sample interval,AUX,Auxiliary
3285,zplsc_sound_velocity,m s-1,,Sound velocity,,5,,,,Sound velocity,AUX,Auxiliary
3286,zplsc_absorption_coeff,dB m-1,,Absorption coefficient,,4,,,,Absorption coefficient,AUX,Auxiliary
3287,zplsc_temperature,deg_C,,Temperature,,3,,,,Temperature,AUX,Auxiliary
3288,zplsc_echogram,1,,Echogram,,,,,,Generated echogram plot file name and location,ENG,Engineering
3289,instrument_start_timestamp,1,,Instrument Power On Timestamp,,,,,,DCL Timestamp for instrument powered on - yyyy/mm/dd hh:mm:ss.sss.,ENG,Engineering
3290,time_datacollection,sec,,Data collection start time,,4,,,,Start time of data collection. The average time of collected data can be found by adding 600 seconds to the start time.,ENG,Engineering
3291,v_num_datacollection,1,,Version number of FDCHP,,,,,,Version number of FDCHP,ENG,Engineering
3292,status_datacollection,1,,Status (WRAOCF),,,,,,6 Character Hex Status Value (WRAOCF),ENG,Engineering
3293,wind_u_avg,m s-1,,Wind Speed X-axis - Average,,4,,,,Average wind speed component along instrument x-axis.,AUX,Auxiliary
3294,wind_v_avg,m s-1,,Wind Speed Y-axis - Average,,4,,,,Average wind speed component along instrument y-axis.,AUX,Auxiliary
3295,wind_w_avg,m s-1,,Wind Speed Z-axis - Average,,4,,,,Average wind speed component along instrument z-axis.,AUX,Auxiliary
3296,speed_of_sound_avg,m s-1,,Speed of Sound - Average,,4,,,,Speed of Sound.,AUX,Auxiliary
